prices,adresses,sqm,city
Totalpris: 10 753 250 ,"Bregnevegen 17A, Trondheim",267 ,Trondheim
Totalpris: 2 574 671 ,"Sigurd Munns veg 17, Trondheim",33 ,Trondheim
Totalpris: 3 229 750 ,"Ole Aasveds veg 8, Trondheim",51 ,Trondheim
Totalpris: 5 115 750 ,"Nedre Møllenberg gate 3, Trondheim",84 ,Trondheim
Totalpris: 3 386 887 ,"Njords veg 26 A, Trondheim",64 ,Trondheim
Totalpris: 16 318 000 ,"Kaptein Kaalds vei 6, Trondheim",297 ,Trondheim
Totalpris: 11 971 877 ,"Gildheimsvegen 10, Trondheim",101 ,Trondheim
Totalpris: 5 369 390 ,"Angelltrøvegen 48, Trondheim",116 ,Trondheim
Totalpris: 3 392 750 ,"Brøsetvegen 2A, Trondheim",74 ,Trondheim
Totalpris: 4 326 470 ,"Erling Skakkes gate 54, Trondheim",39 - 83 ,Trondheim
Totalpris: 9 226 000 ,"Hans Hagerups gate 6, Trondheim",112 ,Trondheim
Totalpris: 2 583 324 ,"Nermarka 27, Trondheim",60 ,Trondheim
Totalpris: 6 733 890 ,"Stabells veg 12B, Trondheim",152 ,Trondheim
Totalpris: 8 015 140 ,"Persløkkvegen 18, Trondheim",35 ,Trondheim
Fellesutg.: 7 248 ,"Lægdgrinda 11, Trondheim",124 ,Trondheim
Totalpris: 2 850 000 ,"Håkon Magnussons gate 34, Trondheim",171 ,Trondheim
Totalpris: 5 619 981 ,"Marie Michelets veg 9 A, Trondheim",52 ,Trondheim
Totalpris: 3 511 940 - 4 927 290 ,"Julianus Holms veg 9, Trondheim",42 ,Trondheim
Totalpris: 2 776 053 ,"Saupstadringen 53 B, Saupstad",85 ,Trondheim
Totalpris: 8 190 750 ,"Markaplassen 103, Ranheim",38 - 75 ,Trondheim
Totalpris: 3 578 250 ,"Julianus Holms veg 11, Trondheim",57 ,Trondheim
Totalpris: 2 860 750 ,"Julianus Holms veg 10, Trondheim",132 ,Trondheim
Totalpris: 4 500 750 ,"Nardovegen 19A, Trondheim",41 ,Trondheim
Totalpris: 2 497 881 ,"Brit Grytbaks veg 14, Trondheim",29 ,Trondheim
Totalpris: 6 892 048 ,"Erling Skakkes gate 54, Trondheim",80 ,Trondheim
Andel ∙ Leilighet,"Lade alle 44 D, Trondheim",65 ,Trondheim
Totalpris: 6 167 800 ,"Kyvannsvegen 29C, Trondheim",103 ,Trondheim
Andel ∙ Leilighet,"Nergrenda - leiligheter Bygg E, Ranheim",132 ,Trondheim
Totalpris: 8 066 000 - 8 066 000 ,"Ingrid Kiærs veg 9, Ranheim",118 ,Trondheim
Totalpris: 3 373 250 ,"Ladeveien 7, Trondheim",45 ,Trondheim
Totalpris: 10 558 500 ,"Havsteinbakken 9, Trondheim",184 ,Trondheim
Totalpris: 4 557 402 ,"Thoning Owesens gate 17, Trondheim",100 ,Trondheim
Totalpris: 2 784 420 ,"Saupstadringen 43A, Saupstad",78 ,Trondheim
Totalpris: 2 755 091 ,"Olav Engelbrektssons alle 54, Trondheim",67 ,Trondheim
Totalpris: 3 065 750 ,"Ladeveien 15, Trondheim",40 ,Trondheim
Totalpris: 10 753 250 ,"Brukseier Olsens vei 35 B, Trondheim",265 ,Trondheim
Totalpris: 3 844 750 ,"Uglavegen 28C, Trondheim",120 ,Trondheim
Totalpris: 5 898 461 ,"Belbuvegen 1, Trondheim",93 ,Trondheim
Totalpris: 9 547 670 - 9 847 670 ,"Tryms veg 8, Trondheim",162 ,Trondheim
Totalpris: 3 410 674 ,"Østre Berg 4, Trondheim",54 ,Trondheim
Totalpris: 7 881 240 ,"Nygårdsvegen 1J, Trondheim",130 ,Trondheim
Totalpris: 4 090 750 ,"Trollahaugen 45B, Trondheim",163 ,Trondheim
Totalpris: 2 781 508 ,"Ulstadløkkveien 24, Trondheim",45 ,Trondheim
Totalpris: 3 980 098 ,"Blaklihøgda 20 D, Trondheim",112 ,Trondheim
Totalpris: 3 032 644 - 9 537 644 ,"Hårstad Mindes veg 8, Tiller",43 - 117 ,Trondheim
Totalpris: 4 322 492 ,"Ladebekken 46, Øvre Nyhavna 5 E1-4-05, Trondheim",51 ,Trondheim
Totalpris: 3 139 155 ,"Saupstadringen 63B, Saupstad",100 ,Trondheim
Totalpris: 6 178 228 ,"Øvre Møllenberg gate 65D, Trondheim",112 ,Trondheim
Totalpris: 5 136 326 ,"Erling Skakkes gate 54, Trondheim",71 ,Trondheim
Totalpris: 3 081 191 - 3 461 191 ,"Hornet 2 og 4, Klæbu",53 - 63 ,Trondheim
Totalpris: 3 774 460 ,"Frostaveien 3 - E01-07, Trondheim",49 ,Trondheim
Totalpris: 11 469 750 ,"Ladehammerveien 3B, Trondheim",394 ,Trondheim
Totalpris: 3 783 500 ,"Ladebekken 18, Trondheim",45 ,Trondheim
Totalpris: 2 423 270 - 7 289 500 ,"Gildheim, Trondheim",24 - 83 ,Trondheim
Totalpris: 15 529 750 ,"Gamle Åsvei 29 B, Trondheim",203 ,Trondheim
Totalpris: 3 885 750 ,"Harald Torps veg 27, Tiller",65 ,Trondheim
Totalpris: 3 105 231 ,"Ekornvegen 10 D, Kattem",96 ,Trondheim
Totalpris: 2 752 067 ,"Ole Aasveds veg 6, Trondheim",15 - 70 ,Trondheim
Totalpris: 6 140 750 ,"Nedre Møllenberg gate 66 A, Trondheim",60 ,Trondheim
Totalpris: 2 818 520 ,"Tesliåsen 41, leilighet B308, Jakobsli",95 ,Trondheim
Totalpris: 3 718 000 ,"Karolinerveien 7 A, Trondheim",40 ,Trondheim
Totalpris: 3 578 250 ,"Presthusvegen 6D, Ranheim",89 ,Trondheim
Totalpris: 10 378 245 - 10 878 245 ,"Stokkåsen 12, Jakobsli",71 ,Trondheim
Totalpris: 5 525 750 ,"Åsvangvegen 26, Trondheim",200 ,Trondheim
Totalpris: 17 434 250 ,"Breisynvegen 18, Trondheim",119 ,Trondheim
Eier (Selveier) ∙ Rekkehus,"Kringsjåvegen 23A, Trondheim",254 ,Trondheim
Totalpris: 3 314 329 ,"Midelfarts veg 26A, Trondheim",72 ,Trondheim
Totalpris: 2 553 250 ,"Hallfred Høyems veg 4 B, Trondheim",55 ,Trondheim
Totalpris: 4 911 060 - 5 421 060 ,"Olav Magnussons veg, Trondheim",76 - 81 ,Trondheim
Totalpris: 6 252 700 ,"Anna haarsakers veg 16f, Trondheim",96 ,Trondheim
Totalpris: 2 555 851 ,"Selsbakkvegen 39, Trondheim",41 ,Trondheim
Totalpris: 3 600 910 ,"Magnus Den Godes Gate 8, Trondheim",46 ,Trondheim
Totalpris: 3 521 856 ,"Ratesvingen 34B, Trondheim",75 ,Trondheim
Totalpris: 2 802 118 ,"Ratesvingen 20, Trondheim",78 ,Trondheim
Totalpris: 1 808 440 - 5 019 970 ,Flatåsen,21 - 64 ,Trondheim
Totalpris: 5 525 750 ,"Arne Solbergs veg 6, Tiller",183 ,Trondheim
Totalpris: 3 190 044 ,"Edgar B. Schieldrops veg 12A, Trondheim",73 ,Trondheim
Totalpris: 4 454 177 - 11 971 877 ,"Gildheimsvegen 10, Trondheim",61 - 101 ,Trondheim
Totalpris: 2 143 750 ,"Nedre Møllenberg gate 38E, Trondheim",24 ,Trondheim
Totalpris: 12 018 342 - 12 266 342 ,Jakobsli,227 ,Trondheim
Totalpris: 2 471 002 ,"Waldemar Aunes veg 11 C, Trondheim",51 ,Trondheim
Totalpris: 5 320 750 ,"Jonsvannsveien 36, Trondheim",108 ,Trondheim
Totalpris: 6 639 572 ,"Christian Monsens gate 4, Trondheim",100 ,Trondheim
Totalpris: 3 455 091 ,"Fagerheim alle 40, Trondheim",66 ,Trondheim
Totalpris: 4 295 750 ,"Bjørkhaugvegen 27A, Trondheim",68 ,Trondheim
Totalpris: 3 140 044 ,"Edgar B. Schieldrops veg 14A, Trondheim",73 ,Trondheim
Totalpris: 5 846 690 ,"Ladebekken 20, Trondheim",75 ,Trondheim
Totalpris: 3 201 892 - 11 022 942 ,"Nils Uhlin Hansens vei 6, Trondheim",38 - 123 ,Trondheim
Totalpris: 2 650 970 ,"Tranevegen 36A, Kattem",97 ,Trondheim
Totalpris: 9 245 140 ,"Venusvegen 6D, Trondheim",215 ,Trondheim
Totalpris: 4 357 250 ,"Reppevegen 70, Ranheim",188 ,Trondheim
Totalpris: 4 779 950 ,"Sivert Thonstads vei 12A, Heimdal",104 ,Trondheim
Totalpris: 2 879 519 ,"Saupstadringen 57A, Saupstad",85 ,Trondheim
Totalpris: 4 636 415 - 9 852 945 ,"Liljendal, Trondheim",55 - 111 ,Trondheim
Totalpris: 2 655 750 ,"Stadsing Dahls gate 23, Trondheim",32 ,Trondheim
Totalpris: 3 144 446 ,"Jarveien 36A, Heimdal",80 ,Trondheim
Fellesutg.: 2 505 ,"Øvre Nyhavna 5 E1-1-04, Trondheim",71 ,Trondheim
Totalpris: 3 338 500 ,"Nyveilia 78, Heimdal",114 ,Trondheim
Totalpris: 3 373 250 ,"Valstadmyrvegen 10A, Klæbu",92 ,Trondheim
Totalpris: 5 013 250 ,"Sagtunet 8, Tanem",192 ,Trondheim
Totalpris: 9 728 250 ,"Skule Bårdsøns gate 7 A, Trondheim",119 ,Trondheim
Totalpris: 5 003 000 ,"Ringvålvegen 60, Heimdal",114 ,Trondheim
Totalpris: 9 523 250 ,"Nedre Kristianstens gate 16B, Trondheim",190 ,Trondheim
Totalpris: 3 171 031 ,"Harald Hårfagres gate 5B, Trondheim",32 ,Trondheim
Totalpris: 3 413 172 ,"Stabells veg 1A, Trondheim",74 ,Trondheim
Totalpris: 4 603 250 ,"Wincklers veg 7, Heimdal",159 ,Trondheim
Totalpris: 3 137 250 ,"Signe Swenssons veg 1, Trondheim",69 ,Trondheim
Totalpris: 2 522 250 ,"Signe Swenssons veg 1, Trondheim",63 ,Trondheim
Totalpris: 4 603 250 ,"Søndre Husebytun 30 B, Saupstad",39 ,Trondheim
Totalpris: 2 453 743 ,"Lade alle 70C, Trondheim",159 ,Trondheim
Totalpris: 3 498 431 ,"Stjørdalsveien 21, Trondheim",56 ,Trondheim
Totalpris: 3 475 750 ,"Lade alle 42F (C208), Trondheim",50 ,Trondheim
Totalpris: 3 161 555 ,"Nordre Hallsetveg 90 A, Trondheim",42 ,Trondheim
Totalpris: 5 074 750 ,"Rydningen 5 D, Trondheim",70 ,Trondheim
Totalpris: 14 954 750 - 15 544 750 ,"Munkvollvegen 47 og 49, Trondheim",174 ,Trondheim
Totalpris: 3 885 750 ,"Gamle Leirvegen 95, Trondheim",295 - 299 ,Trondheim
Totalpris: 2 943 520 ,"Tesliåsen 41, Leilighet B405, Jakobsli",77 ,Trondheim
Totalpris: 6 099 750 ,"Klostergata 61N, Trondheim",40 ,Trondheim
Totalpris: 3 012 040 ,"Øvre Nyhavna 5 E1-1-03, Trondheim",94 ,Trondheim
Totalpris: 7 679 075 ,"Ladeveien 15, Trondheim",32 ,Trondheim
Totalpris: 4 008 640 ,"Sandgata 12B, Trondheim",101 ,Trondheim
Totalpris: 2 590 089 ,"Nordre Hallsetveg 88C, Trondheim",125 ,Trondheim
Totalpris: 3 212 465 ,"Løkka på Leangen A206, Trondheim",47 ,Trondheim
Totalpris: 3 814 460 ,"Frostaveien 3, Trondheim",39 ,Trondheim
Totalpris: 10 837 960 ,"Gildheim, Trondheim",50 ,Trondheim
Eier (Selveier) ∙ Enebolig ∙ 4 soverom,Jakobsli,100 ,Trondheim
Totalpris: 7 061 974 ,"Sandgata 16, Trondheim",86 ,Trondheim
Totalpris: 5 689 750 ,"Vestre Rosten 35, Heimdal",192 ,Trondheim
Totalpris: 6 026 712 ,"Øvre Nyhavna E6-3-02 - Ladebekken 38, Trondheim",85 ,Trondheim
Totalpris: 3 430 221 ,"Brit Grytbaks veg 14, Trondheim",80 ,Trondheim
Totalpris: 3 387 776 ,"Trenerys gate 4, Trondheim",35 ,Trondheim
Totalpris: 5 525 750 ,"Margrethe Thomsets veg 49, Trondheim",119 ,Trondheim
Totalpris: 3 680 750 ,"Hanskemakerbakken 6, Trondheim",53 ,Trondheim
Totalpris: 7 716 040 ,"Ranheim Vestre Rekkehus, Ranheim",134 ,Trondheim
Totalpris: 3 217 538 ,"Håkon Herdebreis veg 4, Trondheim",76 ,Trondheim
Totalpris: 6 682 640 ,"Angellhaugen 3, Trondheim",188 ,Trondheim
Totalpris: 3 590 949 ,"Edgar B. Schieldrops veg 22A, Trondheim",73 ,Trondheim
Totalpris: 14 351 000 ,"Skyåsvegen 20, Trondheim",257 ,Trondheim
Totalpris: 4 090 750 ,"Stavnevegen 9, Trondheim",61 ,Trondheim
Totalpris: 8 498 250 ,"Søbstadvegen 58 F, Heimdal",296 ,Trondheim
Totalpris: 3 137 390 ,"Gyldenløves gate 25A, Trondheim",48 ,Trondheim
Totalpris: 5 127 345 - 6 331 245 ,"Anders Wigens veg 2, Trondheim",63 - 85 ,Trondheim
Totalpris: 4 698 981 ,"Karen Aunes veg 7 A, Ranheim",82 ,Trondheim
Totalpris: 2 862 445 ,"Dyre Halses gate 13, Trondheim",40 ,Trondheim
Totalpris: 4 705 750 ,"Oskar Skaugs veg 6, Heimdal",153 ,Trondheim
Totalpris: 5 115 750 ,"Elgvegen 21B, Trondheim",130 ,Trondheim
Totalpris: 7 830 392 ,"Leksvikgata 9 - Smelteverket 1 - SV1-0503, Trondheim",81 ,Trondheim
Totalpris: 3 927 000 ,"Håkon Magnussons gate 3C, Trondheim",60 ,Trondheim
Totalpris: 7 072 250 ,"Baldershage 19, Trondheim",150 ,Trondheim
Totalpris: 11 197 040 ,"Nedre Bakklandet 2, Trondheim",154 ,Trondheim
Totalpris: 2 672 666 ,"Midteggen 33C, Saupstad",56 ,Trondheim
Totalpris: 2 800 926 ,"Myrmannsvegen 30, Heimdal",44 ,Trondheim
Totalpris: 3 998 150 ,"Lade alle 100, Trondheim",54 ,Trondheim
Totalpris: 5 956 920 ,"Dyre Halses gate 12, Trondheim",65 ,Trondheim
Totalpris: 4 203 150 ,"Skavlans veg 12H, Trondheim",71 ,Trondheim
Totalpris: 3 848 779 ,"Olav Magnussons veg 16 B, leil. 3C-0102 (Nye Valentinlyst), Trondheim",50 ,Trondheim
Totalpris: 2 956 412 ,"Selsbakklia 1, Trondheim",57 ,Trondheim
Totalpris: 4 795 688 ,"Fjæregata 2, Trondheim",72 ,Trondheim
Totalpris: 4 613 776 ,"Smørblomstvegen 40, Trondheim",108 ,Trondheim
Totalpris: 3 545 977 ,"Ratesvingen 14, Trondheim",83 ,Trondheim
Totalpris: 10 273 750 ,"Marie Michelets veg 20, Trondheim",292 ,Trondheim
Totalpris: 3 420 770 ,"Ståltaugen 3 - Leksvikgata 3 - ST3-0204, Trondheim",38 ,Trondheim
Totalpris: 6 893 322 ,"Dokkgata 1, Trondheim",84 ,Trondheim
Totalpris: 6 668 500 ,"Marcus Thranes vei 4B, Heimdal",219 ,Trondheim
Totalpris: 3 065 750 ,"Ladeveien 18, Trondheim",35 ,Trondheim
Totalpris: 2 871 575 ,"Rosenborg gate 30B, Trondheim",39 ,Trondheim
Totalpris: 3 034 890 ,"Midelfarts veg 7, Trondheim",59 ,Trondheim
Totalpris: 4 996 938 ,"Marie Sørdals veg 7A, Trondheim",161 ,Trondheim
Totalpris: 3 906 140 ,"Weidemanns vei 1B, Trondheim",69 ,Trondheim
Totalpris: 8 543 360 - 8 942 710 ,Trondheim,126 ,Trondheim
Totalpris: 3 159 582 ,"Edgar B. Schieldrops veg 16A, Trondheim",73 ,Trondheim
Totalpris: 5 524 960 - 5 524 960 ,"Kløvertunet Rekkehus Salgstrinn 1, Sjetnemarka",106 ,Trondheim
Totalpris: 2 926 081 ,"Starrmyra 1, Tiller",80 ,Trondheim
Totalpris: 3 965 506 ,"Persløkkvegen 23C, Trondheim",62 ,Trondheim
Totalpris: 8 191 017 ,"Simon Leinums veg 5, Heimdal",218 ,Trondheim
Totalpris: 3 352 090 ,"Jarveien 71 C, Heimdal",69 ,Trondheim
Totalpris: 3 439 813 ,"Frostaveien 9B, Trondheim",57 ,Trondheim
Totalpris: 3 270 750 ,"Mellomila 92, Trondheim",43 ,Trondheim
Totalpris: 3 281 390 ,"Holstveita 7, Trondheim",46 ,Trondheim
Totalpris: 5 597 092 ,"Tiller-ringen 162P, Tiller",137 ,Trondheim
Totalpris: 2 802 327 ,"Furuvegen 18S, Charlottenlund",72 ,Trondheim
Totalpris: 2 358 150 ,"Wessels gate 2A, Trondheim",30 ,Trondheim
Totalpris: 2 823 520 ,"Yippi Fortunalia, leil. A209, Jonsvatnet",40 ,Trondheim
Totalpris: 5 584 465 ,"Dronningens gate 62, Trondheim",105 ,Trondheim
Totalpris: 2 815 875 ,"Konglevegen 6 A, Charlottenlund",54 ,Trondheim
Totalpris: 8 210 250 ,"Lillerydningen 19, Trondheim",303 ,Trondheim
Totalpris: 3 120 470 ,"Stadsing Dahls gate 27, Trondheim",35 ,Trondheim
Totalpris: 2 758 250 ,"Wilhelm K. Størens veg 25, Trondheim",38 ,Trondheim
Totalpris: 2 797 520 - 15 023 670 ,"Breidablikveien 66-68, Trondheim",22 - 117 ,Trondheim
Totalpris: 4 101 240 ,"Oskar Braatens veg 6B, Trondheim",101 ,Trondheim
Totalpris: 2 983 157 ,"Stadsing Dahls gate 9, Trondheim",33 ,Trondheim
Totalpris: 3 455 091 ,"Olav Engelbrektssons alle 52, Trondheim",67 ,Trondheim
Totalpris: 2 212 000 ,"Tempevegen 11 A, Trondheim",60 ,Trondheim
Totalpris: 3 230 361 ,"Andersbakkan 91, Heimdal",62 ,Trondheim
Totalpris: 14 619 990 ,"Leif Tronstads veg 10, Trondheim",208 ,Trondheim
Totalpris: 3 967 306 ,"Ole Nypans veg 17, Leinstrand",127 ,Trondheim
Totalpris: 7 370 750 ,"Anders Søyseths veg 7, Ranheim",100 ,Trondheim
Totalpris: 2 978 301 ,"Asbjørn Øverås veg 17C, Trondheim",55 ,Trondheim
Totalpris: 7 048 240 - 7 558 240 ,Bosberg,165 ,Trondheim
Totalpris: 5 922 862 ,"Ladebekken 46, Trondheim",71 ,Trondheim
Totalpris: 4 910 750 ,"Osloveien 18 A, Trondheim",85 ,Trondheim
Totalpris: 1 337 035 ,"Elgeseter gate 38 A, Trondheim",13 ,Trondheim
Totalpris: 3 026 000 ,"Hårstad Mindes veg 12, Tiller",42 ,Trondheim
Totalpris: 3 303 732 - 12 003 732 ,"Nergrenda - leiligheter Bygg B, Ranheim",43 - 124 ,Trondheim
Eier (Selveier) ∙ Leilighet ∙ 3 soverom,"Falkenborgvegen 32, Trondheim",219 ,Trondheim
Totalpris: 6 653 250 ,"Hørløcks veg 13 B, Charlottenlund",255 ,Trondheim
Totalpris: 6 672 750 ,"Hallsetreina 1, Trondheim",204 ,Trondheim
Totalpris: 3 844 750 ,"Høyvegen 8, Heimdal",80 ,Trondheim
Totalpris: 8 405 890 ,"Harald Hårfagres gate 11, Trondheim",93 ,Trondheim
Totalpris: 4 459 750 ,"Fagerheim alle 12, Trondheim",69 ,Trondheim
Totalpris: 3 305 267 - 3 465 267 ,"Hornet 1, Klæbu",53 - 63 ,Trondheim
Totalpris: 9 736 231 ,"Midelfarts veg 48, Trondheim",126 ,Trondheim
Totalpris: 4 718 960 ,"Karen Aunes veg 24, Ranheim",71 ,Trondheim
Totalpris: 3 405 714 ,"Odenseveien 9, Trondheim",54 ,Trondheim
Totalpris: 3 081 191 ,"Hornet 2 B, Klæbu",53 ,Trondheim
Totalpris: 11 224 750 ,"Bregnevegen 30, Trondheim",212 ,Trondheim
Totalpris: 3 221 265 - 8 928 445 ,"Odd Husbys veg 4, Trondheim",36 - 81 ,Trondheim
Totalpris: 5 792 250 ,"Henrik Mathiesens vei 18, Trondheim",73 ,Trondheim
Totalpris: 5 747 750 ,"Tonstadbrinken 28A, Tiller",124 ,Trondheim
Totalpris: 3 175 645 ,"Øvre Steinaunet BK-2 - B3-3, Trondheim",39 ,Trondheim
Totalpris: 8 836 895 ,"Theodor Overwiens veg 91, Ranheim",95 ,Trondheim
Totalpris: 4 316 140 ,"Reppevegen 32, Ranheim",77 ,Trondheim
Totalpris: 2 963 250 ,"Dyre Halses gate 9, Trondheim",36 ,Trondheim
Totalpris: 7 678 517 ,"Martin Barstads veg 24, Ranheim",232 ,Trondheim
Totalpris: 3 885 750 ,"Damlia 47, Trondheim",90 ,Trondheim
Totalpris: 11 027 940 ,"Anna Haarsakers veg 11, H0801, Trondheim",111 ,Trondheim
Totalpris: 5 420 990 ,"Øvre Stavsetvegen 8, Trondheim",166 ,Trondheim
Totalpris: 3 065 750 ,"Ladebekken 18, Trondheim",34 ,Trondheim
Totalpris: 3 863 643 ,"K.O. Thornæs' veg 4, Trondheim",81 ,Trondheim
Totalpris: 6 564 190 ,"Lade Allé 98, Trondheim",83 ,Trondheim
Totalpris: 3 866 838 ,"Gyldenløves gate 21B, Trondheim",67 ,Trondheim
Totalpris: 3 211 292 - 15 033 292 ,"Tungavegen 1, Trondheim",33 - 155 ,Trondheim
Totalpris: 14 340 750 ,"Dokkgata 2 B, Trondheim",134 ,Trondheim
Totalpris: 5 382 490 ,"Kirkegata 17B, Trondheim",86 ,Trondheim
Totalpris: 2 572 407 ,"Dyre Halses gate 3, Trondheim",36 ,Trondheim
Totalpris: 3 694 190 ,"Høyvegen 4, Heimdal",60 ,Trondheim
Totalpris: 6 407 250 ,"Amtmannssvingen 19, Ranheim",178 ,Trondheim
Totalpris: 4 380 050 ,"Nils Uhlin Hansens vei 6, Trondheim",50 ,Trondheim
Totalpris: 10 551 490 ,"Leangenbukta Saltakshus I, Trondheim",109 ,Trondheim
Totalpris: 3 924 790 - 7 930 392 ,"Leksvikgata 9 - Smelteverket 1, Trondheim",50 - 82 ,Trondheim
Totalpris: 3 680 750 ,"Drivhusvegen 5, Trondheim",52 ,Trondheim
Totalpris: 10 025 462 ,"Strindfjordvegen 25, Ranheim",112 ,Trondheim
Totalpris: 6 239 520 ,"Innherredsveien 107 og 109, Trondheim",69 ,Trondheim
Totalpris: 8 713 150 ,"Repslagerveita 2B, Trondheim",87 ,Trondheim
Totalpris: 5 535 650 ,"Mellomila 69, Trondheim",72 ,Trondheim
Totalpris: 5 833 500 ,"Brøsetvegen 6D, Trondheim",111 ,Trondheim
Totalpris: 2 655 750 ,"Andersbakkan 92, Heimdal",45 ,Trondheim
Totalpris: 3 998 150 ,"St Jørgensveita 2A, Trondheim",58 ,Trondheim
Totalpris: 3 721 440 - 4 927 190 ,"Haakon VII's gate 4, Trondheim",38 - 60 ,Trondheim
Totalpris: 7 403 732 - 9 503 732 ,"Nergrenda - Rekkehus, Ranheim",126 - 165 ,Trondheim
Totalpris: 6 284 960 ,Sjetnemarka,128 ,Trondheim
Totalpris: 5 258 498 ,"Olav Magnussons veg 2, Trondheim",90 ,Trondheim
Totalpris: 5 832 250 ,"Bratsbergvegen 45B, Trondheim",126 ,Trondheim
Totalpris: 2 823 148 ,"Frostaveien 4B, Trondheim",50 ,Trondheim
Totalpris: 4 767 250 ,"Kroppanmarka 155, Tiller",152 ,Trondheim
Totalpris: 9 728 250 ,"Movollen 24, Tiller",341 ,Trondheim
Totalpris: 3 640 985 ,"Harry Borthens vei 10D, Trondheim",76 ,Trondheim
Totalpris: 2 303 732 - 10 903 732 ,"Nergrenda - leiligheter Bygg A, Ranheim",23 - 118 ,Trondheim
Totalpris: 10 240 750 ,"Iver Haugans veg 17, Heimdal",199 ,Trondheim
Totalpris: 3 912 642 - 6 220 212 ,"Spiltauet 24, Trondheim",43 - 87 ,Trondheim
Totalpris: 3 708 688 ,"Elgeseter gate 58 A, Trondheim",77 ,Trondheim
Totalpris: 3 137 320 - 6 196 800 ,"Solsletta Hageby Hus A, Trondheim",39 - 79 ,Trondheim
Totalpris: 12 813 500 ,"Berg prestegårdsveg 13, Trondheim",230 ,Trondheim
Totalpris: 3 237 689 ,"Klostergata 70, Trondheim",58 ,Trondheim
Totalpris: 3 014 460 - 4 314 460 ,"Frostaveien 3, Trondheim",32 - 52 ,Trondheim
Totalpris: 5 024 372 - 5 974 372 ,Flatåsen,110 - 120 ,Trondheim
Totalpris: 8 354 125 - 25 106 025 ,"Strandveiparken, Trondheim",75 - 175 ,Trondheim
Totalpris: 5 036 872 - 6 936 872 ,"Nedre Stavsetvegen 46, Trondheim",105 - 130 ,Trondheim
Totalpris: 10 138 490 ,"Ilsvikveien 22, Trondheim",114 ,Trondheim
Totalpris: 9 501 390 ,"Jakobstien 8, Trondheim",162 ,Trondheim
Totalpris: 5 277 092 ,"Tiller-ringen 162A, Tiller",135 ,Trondheim
Totalpris: 5 228 500 ,"Sigurd Jorsalfars veg 18B, Trondheim",131 ,Trondheim
Totalpris: 4 213 562 - 5 516 942 ,"Sjetneliv 2 - Keiseråsvegen 12, Sjetnemarka",63 - 82 ,Trondheim
Totalpris: 3 234 528 - 7 095 378 ,"Vikingvegen 1e, Klæbu",52 - 105 ,Trondheim
Totalpris: 2 996 312 ,"Nedre Ila 5, Trondheim",41 ,Trondheim
Totalpris: 14 658 500 ,"Lagmann Lindboes vei 26B, Trondheim",144 ,Trondheim
Totalpris: 3 373 250 ,"Lade alle 42F (C104), Trondheim",42 ,Trondheim
Totalpris: 4 869 750 ,"Johan Arnt Høiseths veg 19, Heimdal",126 ,Trondheim
Totalpris: 4 090 750 ,"Reppevegen 18, Ranheim",69 ,Trondheim
Totalpris: 4 295 750 ,"Olav Aukrusts veg 13B, Trondheim",118 ,Trondheim
Totalpris: 6 355 650 ,"Bergheimsvegen 28, Trondheim",96 ,Trondheim
Totalpris: 14 863 842 ,"Granlivegen 24, Trondheim",220 ,Trondheim
Totalpris: 7 716 040 ,"Theodor Overwiens veg 25, Ranheim",134 ,Trondheim
Totalpris: 3 114 460 ,"Frostaveien 3 - E02-12, Trondheim",33 ,Trondheim
Totalpris: 3 958 760 ,"Haldens gate 19, Trondheim",73 ,Trondheim
Totalpris: 4 500 750 ,"Skonnertvegen 9, Ranheim",63 ,Trondheim
Totalpris: 4 965 657 ,"Skjermvegen 92C, Trondheim",118 ,Trondheim
Totalpris: 3 819 766 ,"Sollia 36, Trondheim",78 ,Trondheim
Totalpris: 5 234 960 - 5 234 960 ,Sjetnemarka,92 ,Trondheim
Totalpris: 2 860 750 ,"Margrethe Thomsets veg 13, Trondheim",41 ,Trondheim
Totalpris: 5 110 625 ,"Granlivegen 4A, Trondheim",102 ,Trondheim
Totalpris: 4 664 750 ,"Anders Wigens veg 4 A, Trondheim",59 ,Trondheim
Totalpris: 3 688 731 ,"Sorgenfriveien 24, Trondheim",50 ,Trondheim
Totalpris: 3 373 250 ,"Sigurd Jorsalfars veg 50 A, Trondheim",49 ,Trondheim
Totalpris: 3 612 171 ,"Hanskemakerbakken 4, Trondheim",53 ,Trondheim
Totalpris: 2 525 015 ,"Romolslia 17A, Trondheim",53 ,Trondheim
Totalpris: 3 066 017 ,"Horgsletta 35, Ranheim",49 ,Trondheim
Totalpris: 3 864 864 ,"Olav Magnussons veg, leil. 4C-0102 (Nye Valentinlyst), Trondheim",49 ,Trondheim
Totalpris: 2 933 953 ,"Furuvegen 18 R, Charlottenlund",71 ,Trondheim
Totalpris: 3 591 765 ,"Tellefsens gate 14, Trondheim",44 ,Trondheim
Totalpris: 10 240 990 ,"Persaunvegen 58, Trondheim",312 ,Trondheim
Totalpris: 4 229 976 ,"Nygata 11, Trondheim",67 ,Trondheim
Totalpris: 2 586 234 ,"Nordre Hallsetveg 80B, Trondheim",44 ,Trondheim
Totalpris: 1 400 213 ,"Easy Byåsen 2 lnr 109, Trondheim",15 ,Trondheim
Totalpris: 5 116 017 ,"Astri Aasens veg 1C, Trondheim",99 ,Trondheim
