prices,adresses,sqm,city
Totalpris: 5 746 010 ,"Stjørdalsveien 3D, Trondheim",80 ,Trondheim
Totalpris: 4 303 490 ,"Harald Torps veg 31, Tiller",62 ,Trondheim
Totalpris: 3 377 264 ,"Midelfarts veg 24B, Trondheim",97 ,Trondheim
Totalpris: 4 217 940 ,"Ladebekken 38, Trondheim",54 ,Trondheim
Totalpris: 14 938 500 ,"Munkvollstien 5 og 7, Trondheim",303 ,Trondheim
Totalpris: 3 366 159 ,"Tors veg 13 B, Trondheim",64 ,Trondheim
Totalpris: 2 437 825 ,"Ringvålvegen 352A, Heimdal",69 ,Trondheim
Totalpris: 3 602 883 ,"Trygve Thesens vei 2, Trondheim",62 ,Trondheim
Totalpris: 4 214 344 ,"Østre Hallsetvangen 5A, Trondheim",98 ,Trondheim
Totalpris: 9 747 750 ,"Ringvålvegen 102, Heimdal",190 ,Trondheim
Totalpris: 3 715 017 ,"Løkka Leangen Travbane- BYGG A, A302, Trondheim",53 ,Trondheim
Totalpris: 4 603 250 ,"Henrik Mathiesens vei 9, Trondheim",92 ,Trondheim
Fellesutg.: 2 202 ,"Tunet på Leangen C53, Trondheim",80 ,Trondheim
Totalpris: 5 746 000 ,"Frøys veg 5B, Trondheim",126 ,Trondheim
Totalpris: 5 894 750 ,"Ole Aasveds veg 43, Trondheim",105 ,Trondheim
Totalpris: 4 292 327 ,"Fredrikke Qvams veg 27B, Trondheim",66 ,Trondheim
Totalpris: 1 589 750 ,"Ubåtsvingen 5, Trondheim",19 ,Trondheim
Totalpris: 5 228 500 ,"Stadsing Dahls gate 58B, Trondheim",81 ,Trondheim
Totalpris: 6 653 250 ,"Vangslunds gate 20, Trondheim",98 ,Trondheim
Totalpris: 3 397 286 ,"Fjøsmestervegen 3C, Trondheim",66 ,Trondheim
Totalpris: 3 421 362 - 14 028 862 ,"Spiltauet, Trondheim",35 - 138 ,Trondheim
Totalpris: 8 543 360 ,"Julianus Holms veg 15D, Trondheim",126 ,Trondheim
Totalpris: 4 716 592 ,"Spiltauet 9, Trondheim",62 ,Trondheim
Totalpris: 3 999 759 ,"Kolsåsen 9 M, Flatåsen",106 ,Trondheim
Totalpris: 4 636 415 ,"Peder Falcks veg 11, Trondheim",59 ,Trondheim
Totalpris: 2 437 960 - 13 787 960 ,"Gildheim, Trondheim",26 - 130 ,Trondheim
Totalpris: 3 439 221 ,"Ratesvingen 34A, Trondheim",75 ,Trondheim
Totalpris: 6 653 250 ,"Åsheimvegen 3, Heimdal",233 ,Trondheim
Totalpris: 4 408 150 ,"Thora Storms vei 3, Trondheim",123 ,Trondheim
Totalpris: 5 382 250 ,"Vinkelstien 2C, Trondheim",134 ,Trondheim
Totalpris: 4 215 415 ,"Odd Husbys veg 6B, leil. C0210 (Dalgårdstunet), Trondheim",52 ,Trondheim
Totalpris: 4 213 640 ,"Astronomvegen 22A, Trondheim",89 ,Trondheim
Totalpris: 3 270 750 ,"Holstveita 7, Trondheim",49 ,Trondheim
Totalpris: 1 856 548 ,"Sandgata 2, Trondheim",24 ,Trondheim
Totalpris: 3 578 250 ,"Leksvikgata 1, Trondheim",42 ,Trondheim
Totalpris: 2 941 152 ,"Tordenskiolds gate 15B, Trondheim",50 ,Trondheim
Totalpris: 5 559 975 ,"Lade alle 42 E, Trondheim",73 ,Trondheim
Totalpris: 5 833 250 ,"Stadsing Dahls gate 36, Trondheim",90 ,Trondheim
Totalpris: 2 736 153 ,"Innherredsveien 88D, Trondheim",49 ,Trondheim
Totalpris: 11 173 500 ,"Alv Schiefloes veg 7, Charlottenlund",177 ,Trondheim
Totalpris: 6 140 750 ,"Julianus Holms veg 1, Trondheim",79 ,Trondheim
Totalpris: 5 298 981 ,"Øvre Møllenberg gate 68, Trondheim",125 ,Trondheim
Totalpris: 12 411 170 ,"Olav Aukrusts veg 16, Trondheim",250 ,Trondheim
Totalpris: 3 747 426 ,"Klæbuveien 203 B, Trondheim",64 ,Trondheim
Totalpris: 3 129 166 - 5 288 146 ,"Varden Byåsen Bygg D, Trondheim",36 - 62 ,Trondheim
Totalpris: 3 898 732 ,"Elgeseter gate 51, Trondheim",82 ,Trondheim
Totalpris: 6 172 000 ,"Ellen Lies vei 22, Trondheim",110 ,Trondheim
Totalpris: 3 286 579 ,"Sandgata 3, Trondheim",173 ,Trondheim
Totalpris: 2 921 040 ,"Nedre Ila 27, Trondheim",39 ,Trondheim
Totalpris: 5 123 689 ,"Selsbakkvegen 36D, Trondheim",60 ,Trondheim
Totalpris: 4 879 200 ,"Innherredsveien 2C, Trondheim",54 ,Trondheim
Totalpris: 2 651 060 ,"Olav Magnussons veg, leil. 4B-0103 (Nye Valentinlyst), Trondheim",83 ,Trondheim
Totalpris: 4 304 890 ,"Grillstadfjæra 76, Ranheim",71 ,Trondheim
Totalpris: 6 331 245 ,"Anders Wigens veg 4B, Trondheim",29 ,Trondheim
Totalpris: 3 412 750 ,"Leistadgrenda 16, Trondheim",72 ,Trondheim
Totalpris: 7 165 750 ,"Amtmannssvingen 14, Ranheim",85 ,Trondheim
Totalpris: 4 254 750 ,"Bonesvegen 2, Trondheim",54 ,Trondheim
Totalpris: 12 045 017 ,"Sverresdalsveien 14, Trondheim",181 ,Trondheim
Totalpris: 2 845 422 ,"Østmarkveien 6 E, Trondheim",50 ,Trondheim
Totalpris: 3 514 164 ,"Odenseveien 11, Trondheim",289 ,Trondheim
Totalpris: 2 535 217 - 3 535 217 ,"Trøåsen - leiligheter, Klæbu",40 ,Trondheim
Totalpris: 7 902 750 ,"Einar Øfstis veg 10, Trondheim",54 ,Trondheim
Totalpris: 2 479 579 ,"Dyre Halses gate 13, Trondheim",43 - 58 ,Trondheim
Totalpris: 2 761 188 ,"Margrethe Thomsets veg 5, Trondheim",209 ,Trondheim
Totalpris: 11 797 750 ,"Gamle Åsvei 39, Trondheim",32 ,Trondheim
Totalpris: 3 671 060 - 12 971 060 ,"Olav Magnussons veg, Trondheim",41 ,Trondheim
Totalpris: 2 444 867 ,"Elvegata 14, Trondheim",285 ,Trondheim
Totalpris: 5 898 981 ,"Harald Hårfagres gate 3 A, Trondheim",49 - 121 ,Trondheim
Totalpris: 3 172 295 - 10 533 415 ,"Anders Wigens veg 2, Trondheim",37 ,Trondheim
Totalpris: 7 165 750 ,"Gamle Åsvei 63, Trondheim",90 ,Trondheim
Totalpris: 8 959 540 ,"Stabells veg 12 C, Trondheim",36 - 96 ,Trondheim
Totalpris: 3 204 120 ,"Sorgenfriveien 20, Trondheim",148 ,Trondheim
Totalpris: 2 348 490 ,"Ladeveien 24, Trondheim",160 ,Trondheim
Totalpris: 3 491 535 ,"Brundalen 29, Charlottenlund",44 ,Trondheim
Totalpris: 3 747 805 ,"Olav Magnussons veg 3, Trondheim",23 ,Trondheim
Eier (Selveier) ∙ Leilighet,"Gudruns gate 9, Trondheim",97 ,Trondheim
Totalpris: 4 145 045 ,"Gartnersletta Bygg C, Trondheim",93 ,Trondheim
Totalpris: 13 745 250 ,"Inge Krokanns veg 2, Trondheim",48 ,Trondheim
Totalpris: 2 682 397 - 10 944 897 ,"Gildheimsvegen 12, Trondheim",212 ,Trondheim
Totalpris: 5 423 250 ,"Ingemann Torps vei 15 A, Trondheim",32 - 117 ,Trondheim
Totalpris: 12 813 500 ,"Stubbanvegen 8, Trondheim",72 ,Trondheim
Totalpris: 2 996 034 ,"Ulstadløkkveien 18, Trondheim",399 ,Trondheim
Totalpris: 2 584 527 - 5 141 947 ,"Gildheimsvegen 8, Trondheim",45 ,Trondheim
Eier (Selveier) ∙ Leilighet ∙ 3 soverom,Trondheim,28 - 60 ,Trondheim
Totalpris: 3 472 214 ,"Nedre Flatåsveg 21B, Flatåsen",101 ,Trondheim
Totalpris: 7 832 140 ,"Ole Aasveds veg 1, Trondheim",163 ,Trondheim
Totalpris: 3 197 320 - 11 741 020 ,"Solsletta Hageby Hus B, Trondheim",39 - 117 ,Trondheim
Totalpris: 3 065 750 ,"Kirkeringen 4, Heimdal",37 ,Trondheim
Totalpris: 4 254 750 ,"Spiltauet 9, Trondheim",57 ,Trondheim
Totalpris: 3 967 750 ,"Leksvikgata 1, Trondheim",53 ,Trondheim
Totalpris: 6 971 000 ,"Kaptein Kaalds vei 1, Trondheim",135 ,Trondheim
Totalpris: 4 090 750 ,"Peder Falcks vei 1, Trondheim",48 ,Trondheim
Totalpris: 3 783 250 ,"Andersbakkan 93, Heimdal",69 ,Trondheim
Totalpris: 7 545 240 ,"Innherredsveien 107 og 109, Trondheim",90 ,Trondheim
Totalpris: 5 017 951 ,"Veisletten alle 17, Trondheim",83 ,Trondheim
Totalpris: 2 965 849 ,"Marie Sørdals veg 16 A, Trondheim",101 ,Trondheim
Totalpris: 884 361 ,"Anders Søyseths veg 10, Ranheim",55 ,Trondheim
Totalpris: 9 047 360 - 10 047 110 ,"Leangenbukta Saltakshus J, Trondheim",15 ,Trondheim
Totalpris: 2 624 650 ,"Nedre Møllenberg gate 77A, Trondheim",91 - 92 ,Trondheim
Totalpris: 6 933 822 - 9 738 254 ,"Ladebyhagen bygg L, Trondheim",47 ,Trondheim
Totalpris: 4 826 490 - 8 133 872 ,"Ladebyhagen bygg K, Trondheim",88 - 114 ,Trondheim
Totalpris: 12 967 250 ,"Bakkaunvegen 11, Trondheim",64 - 92 ,Trondheim
Totalpris: 6 067 640 ,"O.J. Aalmos veg 24, Trondheim",281 ,Trondheim
Totalpris: 6 550 990 ,"William Farres veg 17A, Trondheim",148 ,Trondheim
Eier (Selveier) ∙ Leilighet ∙ 3 soverom,"Sigurd Slembes veg 14, Trondheim",242 ,Trondheim
Totalpris: 3 591 395 - 13 384 115 ,"Lade alle 42 A, Trondheim",37 - 122 ,Trondheim
Totalpris: 3 763 567 ,"Rostengrenda 3, Tiller",122 ,Trondheim
Totalpris: 7 678 250 ,"Anders Søyseths veg 19, Ranheim",122 ,Trondheim
Totalpris: 9 059 412 - 9 460 462 ,"Nye Lilleby - Gartner Lunds Hage 2 - Rekke 4, Trondheim",137 ,Trondheim
Totalpris: 11 961 978 ,"Sandgata 16, Trondheim",140 ,Trondheim
Totalpris: 3 985 389 ,"Utleirtunet 13 F, Trondheim",110 ,Trondheim
Totalpris: 5 935 750 ,"Julianus Holms veg 1, Trondheim",73 ,Trondheim
Totalpris: 14 578 500 ,"Losjevegen 2 C, Ranheim",209 ,Trondheim
Totalpris: 4 427 462 - 6 994 712 ,"Leangenbukta Byvilla 1 og 2, Trondheim",52 - 84 ,Trondheim
Totalpris: 3 514 490 - 6 129 940 ,"Tesliåsen 41, Jakobsli",47 - 90 ,Trondheim
Totalpris: 3 226 010 - 7 029 090 ,"Nye Lilleby - Ståltaugen 3, Trondheim",38 - 80 ,Trondheim
Totalpris: 4 537 240 - 5 397 342 ,"Trøåsen - rekkehus, Klæbu",105 - 127 ,Trondheim
Totalpris: 3 861 099 ,"Gamle Kongevei 12, Trondheim",75 ,Trondheim
Totalpris: 5 972 707 - 5 972 707 ,"Edgar B. Schieldrops veg 32, Trondheim",80 ,Trondheim
Totalpris: 2 635 325 - 13 579 745 ,"Falkenborgvegen 35, Trondheim",28 - 144 ,Trondheim
Totalpris: 3 635 349 ,"Hans Nielsen Hauges gate 2, Trondheim",58 ,Trondheim
Totalpris: 4 875 647 - 5 227 989 ,Klæbu,110 - 117 ,Trondheim
Totalpris: 7 688 740 ,"Bynesveien 16B, Trondheim",281 ,Trondheim
Totalpris: 11 226 170 - 12 076 170 ,"Dragvoll alle 24, Trondheim",193 - 194 ,Trondheim
Totalpris: 1 526 361 ,"Sandgata 2, Trondheim",28 ,Trondheim
Totalpris: 5 535 717 - 6 035 717 ,"Trøåsen - eneboliger, Klæbu",133 - 146 ,Trondheim
Totalpris: 3 924 790 ,"Leksvikgata 9 (SV1-0101), Trondheim",57 ,Trondheim
Totalpris: 6 960 750 ,"Skjermvegen 59 D, Trondheim",191 ,Trondheim
Totalpris: 3 422 390 - 12 043 810 ,"Haakon VII's gate 4, Trondheim",43 - 125 ,Trondheim
Totalpris: 13 526 000 ,"Kyvannsvegen 27A og B, Trondheim",343 ,Trondheim
Fellesutg.: 2 641 ,"Øvre Nyhavna 5 E1-1-07, Trondheim",76 ,Trondheim
Totalpris: 3 065 750 ,"Peder Falcks veg 18 C, Trondheim",44 ,Trondheim
Totalpris: 2 014 340 - 6 280 790 ,"Andersbakkan 87, Heimdal",24 - 80 ,Trondheim
Totalpris: 6 416 750 ,"Anne Ekrens veg 4, Heimdal",102 ,Trondheim
Totalpris: 15 673 250 ,"Grillstadfjæra 62, Ranheim",154 ,Trondheim
Totalpris: 5 115 750 ,"Olav Aukrusts veg 3F, Trondheim",127 ,Trondheim
Totalpris: 4 978 981 ,"Væressletta 17, Ranheim",87 ,Trondheim
Totalpris: 2 860 750 ,"Thomas von Westens gate 18, Trondheim",48 ,Trondheim
Totalpris: 7 934 990 ,"Holtvegen 5D, Heimdal",141 ,Trondheim
Totalpris: 5 115 750 ,"Knudssøns gate 6, Trondheim",129 ,Trondheim
Totalpris: 3 024 750 ,"Håkon Magnussons gate 1C, Trondheim",40 ,Trondheim
Totalpris: 3 564 517 ,"Havstadvegen 3B, Trondheim",81 ,Trondheim
Totalpris: 3 839 899 - 9 545 899 ,"Andersbakkan 83, Heimdal",61 - 120 ,Trondheim
Totalpris: 8 168 890 ,"Kleivavegen 40, Trondheim",130 ,Trondheim
Eier (Selveier) ∙ Andre ∙ 15 soveromVisning etter avtale,"Utleirvegen 6, Trondheim",328 ,Trondheim
Totalpris: 5 115 750 ,"Johan Arnt Høiseths veg 82, Heimdal",126 ,Trondheim
Totalpris: 3 425 770 ,"Gildheim, Trondheim",34 ,Trondheim
Totalpris: 6 725 050 - 17 039 150 ,"Strindfjordvegen, Ranheim",69 - 161 ,Trondheim
Totalpris: 2 386 960 - 10 236 960 ,"Varden Bygg A og B, Trondheim",25 - 101 ,Trondheim
Totalpris: 12 608 500 ,"Anders Wigens veg 4 B, Trondheim",103 ,Trondheim
Totalpris: 14 862 500 ,"SKANSEGATA 20, Trondheim",296 ,Trondheim
Totalpris: 5 951 000 ,"Vestre Rosten 1D, Heimdal",203 ,Trondheim
Totalpris: 2 331 792 ,"Kongens gate 56, Trondheim",33 ,Trondheim
Totalpris: 2 794 501 ,"Nedre Ila 13A, Trondheim",40 ,Trondheim
Totalpris: 7 526 950 ,"Anna Haarsakers veg 20C, Trondheim",124 ,Trondheim
Totalpris: 9 738 500 ,"Nordahl Griegs veg 4A og B, Trondheim",198 ,Trondheim
Totalpris: 15 013 500 ,"Stampestien 21, Trondheim",262 ,Trondheim
Totalpris: 12 147 420 ,"Dalheimslyngen 17 A, Jakobsli",268 ,Trondheim
Totalpris: 4 314 981 ,"Gamle Kongevei 64 C, Trondheim",70 ,Trondheim
Totalpris: 3 313 196 ,"Innherredsveien 48, Trondheim",54 ,Trondheim
Totalpris: 7 454 878 ,"NSV 46 - HUS A4 - Hovedhuset, Trondheim",148 ,Trondheim
Totalpris: 3 122 592 ,"Leangenbukta leilighet I101, Trondheim",32 ,Trondheim
Totalpris: 2 809 500 ,"Asylveita 2, Trondheim",34 ,Trondheim
Totalpris: 17 950 969 ,"Uståsen 112, Kattem",222 ,Trondheim
Totalpris: 6 186 712 ,"Øvre Nyhavna E6-1-02 - Ladebekken 38, Trondheim",85 ,Trondheim
Totalpris: 2 356 394 ,"Bratsbergvegen 110, Trondheim",32 ,Trondheim
Totalpris: 3 399 821 ,"Harry Borthens vei 9, Trondheim",70 ,Trondheim
Totalpris: 4 603 250 ,"Øystein Møylas veg 18C, Trondheim",67 ,Trondheim
Totalpris: 3 168 250 ,"Sorgenfriveien 22, Trondheim",37 ,Trondheim
Totalpris: 3 282 791 ,"Mellomveien 18D, Trondheim",54 ,Trondheim
Totalpris: 7 678 250 ,"Kystadhaugen 4, Trondheim",230 ,Trondheim
Totalpris: 6 073 806 ,"Nyheimsvegen 28 D, Charlottenlund",113 ,Trondheim
Totalpris: 3 885 750 ,"Nedre Møllenberg gate 16, Trondheim",72 ,Trondheim
Totalpris: 10 782 640 ,"Hospitalsløkkan 15, Trondheim",248 ,Trondheim
Totalpris: 3 490 320 ,"Anna Haarsakers veg 9, Trondheim",48 ,Trondheim
Totalpris: 10 270 140 ,"Veimester Kroghs gate 19, Trondheim",285 ,Trondheim
Totalpris: 5 997 140 ,"Sverres gate 11A, Trondheim",77 ,Trondheim
Totalpris: 4 449 698 ,"Stallmestervegen 4 C, Trondheim",104 ,Trondheim
Totalpris: 8 203 353 ,"Dokkgata 1, Trondheim",78 ,Trondheim
Totalpris: 5 628 250 ,"Syrinvegen 15, Charlottenlund",196 ,Trondheim
Totalpris: 4 107 804 ,"Håkon Herdebreis veg 2, Trondheim",93 ,Trondheim
Totalpris: 6 140 920 ,"Simon Leinums veg 4, Heimdal",169 ,Trondheim
Totalpris: 2 542 890 ,"Osloveien 106B, Trondheim",36 ,Trondheim
Totalpris: 4 879 200 ,"Tiurvegen 11A, Heimdal",90 ,Trondheim
Totalpris: 4 603 250 ,"Anne Ekrens veg 12, Heimdal",77 ,Trondheim
Totalpris: 3 109 828 ,"Fossegrenda 25 A, Trondheim",74 ,Trondheim
Totalpris: 7 132 689 ,"Ladebekken 9 C, Trondheim",94 ,Trondheim
Totalpris: 5 638 767 ,"Stabells veg 28, Trondheim",145 ,Trondheim
Totalpris: 5 628 517 ,"Lunheimvegen 7, Klæbu",177 ,Trondheim
Totalpris: 3 621 895 ,"Peder Falcks vei 11, Trondheim",45 ,Trondheim
Totalpris: 12 290 750 ,"Blusuvollsbakken 10, Trondheim",230 ,Trondheim
Totalpris: 2 429 332 ,"Karolinerveien 3 C, Trondheim",31 ,Trondheim
Totalpris: 3 894 290 ,"Ringvegen 8 A, Trondheim",99 ,Trondheim
Totalpris: 8 088 250 ,"Damlia 3, Trondheim",317 ,Trondheim
Totalpris: 5 320 750 ,"Julianus Holms veg 9, Trondheim",61 ,Trondheim
Totalpris: 2 998 232 ,"Snorres gate 9, Trondheim",38 ,Trondheim
Totalpris: 13 531 000 ,"Håkon Magnussons gate 18, Trondheim",116 ,Trondheim
Totalpris: 4 724 890 ,"Marie Sørdals veg 21, Trondheim",150 ,Trondheim
Totalpris: 5 955 250 ,"Hårstadringen 9, Tiller",112 ,Trondheim
Totalpris: 4 317 200 ,"Yippi Fortunalia, leilighet A201, Jonsvatnet",72 ,Trondheim
Totalpris: 2 913 520 ,"Yippi Fortunalia, leilighet A107, Jonsvatnet",40 ,Trondheim
Totalpris: 5 145 140 ,"Søbstadvegen 36, Heimdal",177 ,Trondheim
Totalpris: 5 690 017 ,"Lade alle 158B, Trondheim",72 ,Trondheim
Totalpris: 5 698 901 ,"Væressletta 13B, Ranheim",79 ,Trondheim
Totalpris: 4 490 500 ,"Strindfjordvegen 12, Ranheim",71 ,Trondheim
Totalpris: 2 999 614 ,"Gisle Johnsons gate 8, Trondheim",42 ,Trondheim
Totalpris: 5 153 897 ,"Gildheimsvegen 10, Trondheim",61 ,Trondheim
Totalpris: 4 262 923 ,"Fjøsmestervegen 7B, Trondheim",78 ,Trondheim
Totalpris: 2 988 112 ,"Holtermanns veg 4, Trondheim",48 ,Trondheim
Totalpris: 3 980 270 ,"Hans Hagerups gate 4B, Trondheim",67 ,Trondheim
Totalpris: 4 089 121 ,"Væressletta 13 b, Ranheim",72 ,Trondheim
Totalpris: 6 990 140 ,"Østkollvegen 9, Trondheim",166 ,Trondheim
Totalpris: 3 144 678 ,"Olav Engelbrektssons alle 45, Trondheim",58 ,Trondheim
Totalpris: 2 367 286 ,"Innherredsveien 61 D, Trondheim",39 ,Trondheim
Totalpris: 2 479 598 ,"Ingeborg Aas veg 2 (andel 1035), Trondheim",42 ,Trondheim
Totalpris: 3 324 262 - 8 836 142 ,"Edgar B. Schieldrops vei 7, Trondheim",43 - 95 ,Trondheim
Totalpris: 5 974 990 - 7 124 990 ,"Gulbrandsvegen 1, Heimdal",118 - 146 ,Trondheim
Totalpris: 8 457 650 ,"Strindfjordvegen 29B, Ranheim",100 ,Trondheim
Totalpris: 2 355 185 ,"Karolinerveien 1C, Trondheim",32 ,Trondheim
Totalpris: 3 431 120 - 14 580 050 ,"Innherredsveien 108, Trondheim",34 - 130 ,Trondheim
Totalpris: 7 678 490 ,"Devlesvingen 12, Trondheim",128 ,Trondheim
Totalpris: 11 043 740 ,"Dalheimvegen 19A, Jakobsli",181 ,Trondheim
Totalpris: 4 808 250 ,"Lillegårdsbakken 21, Trondheim",102 ,Trondheim
Totalpris: 6 025 639 - 8 732 789 ,"Øvre Steinaunet BK2 - Rekkehus - Tunet, Trondheim",95 - 151 ,Trondheim
Totalpris: 3 647 924 ,"Stallmestervegen 2D, Trondheim",105 ,Trondheim
Totalpris: 4 003 981 ,"Væressletta 15 B, Ranheim",73 ,Trondheim
Totalpris: 5 730 750 ,"Ringvålvegen 50 A, Heimdal",192 ,Trondheim
Totalpris: 8 924 490 ,"Vestmarkbakken 7, Trondheim",308 ,Trondheim
Totalpris: 6 514 460 - 8 314 460 ,"Frostaveien 3, Trondheim",75 - 78 ,Trondheim
Totalpris: 14 309 650 ,"Thaulowkaia 4, Trondheim",155 ,Trondheim
Totalpris: 6 653 250 ,"Eidsvolls gate 16, Trondheim",104 ,Trondheim
Totalpris: 3 178 448 ,"Stallmestervegen 29, Trondheim",48 ,Trondheim
Totalpris: 3 331 000 ,"Væressletta 15 B, Ranheim",48 ,Trondheim
Totalpris: 3 739 843 ,"Harry Borthens vei 20, Trondheim",79 ,Trondheim
Totalpris: 4 043 305 ,"Steinan Park Hus B, Trondheim",59 ,Trondheim
Totalpris: 4 810 440 ,"Dyre Halses gate 15, Trondheim",55 ,Trondheim
Fellesutg.: 1 631 ,"Idrettsveien 3A, Heimdal",26 ,Trondheim
Totalpris: 6 140 750 ,"Koefoedgeilan 9 A, Trondheim",100 ,Trondheim
Totalpris: 4 910 750 ,"Ulstadvegen 45 A, Klæbu",185 ,Trondheim
Totalpris: 17 323 500 ,"Fridtjof Nansens vei 5, Trondheim",619 ,Trondheim
Totalpris: 4 016 731 ,"Persløkkvegen 19 B, Trondheim",75 ,Trondheim
Totalpris: 3 162 512 ,"Nedre Møllenberg gate 87 B, Trondheim",49 ,Trondheim
Totalpris: 8 722 990 ,"Carl Lønseths veg 8C, Jakobsli",134 ,Trondheim
Totalpris: 4 264 200 ,"Julianus Holms veg 10, Trondheim",54 ,Trondheim
Totalpris: 3 577 729 ,"Othilienborgtunet 20, Trondheim",72 ,Trondheim
Totalpris: 2 964 425 ,"Prinsens gate 61, Trondheim",37 ,Trondheim
Totalpris: 7 959 600 ,"Singsakerbakken 18B, Trondheim",137 ,Trondheim
Totalpris: 2 985 734 ,"Klostergata 44B, Trondheim",35 ,Trondheim
Totalpris: 5 538 450 ,"Stjørdalsveien 3D, Trondheim",78 ,Trondheim
Totalpris: 3 947 250 ,"Bromstadvegen 24, Trondheim",48 ,Trondheim
Totalpris: 5 423 517 ,"Bøkvegen 8 B, Charlottenlund",154 ,Trondheim
Fellesutg.: 2 505 ,"Øvre Nyhavna 5 E1-3-04, Trondheim",71 ,Trondheim
Totalpris: 6 529 450 ,"Anne Ekrens veg 4, Heimdal",102 ,Trondheim
Totalpris: 5 320 750 ,"Lykkmarka 29 B, Sjetnemarka",173 ,Trondheim
Totalpris: 3 682 153 ,"Karolinerveien 4B, Trondheim",82 ,Trondheim
Totalpris: 3 118 997 ,"Waldemar Aunes veg 12 B, Trondheim",80 ,Trondheim
Totalpris: 3 255 977 ,"Ratesvingen 14, Trondheim",71 ,Trondheim
Totalpris: 11 788 500 ,"Ludvig Daaes gate 22A, Trondheim",193 ,Trondheim
Totalpris: 20 398 500 ,"Reidulvs gate 4, Trondheim",224 ,Trondheim
Totalpris: 6 653 250 ,"Ole Tesliens veg 3, Trondheim",134 ,Trondheim
Totalpris: 5 350 140 ,"Hoemshøgda 7A, Trondheim",185 ,Trondheim
Totalpris: 3 313 086 ,"Utleirmark 7B, Trondheim",69 ,Trondheim
Totalpris: 7 791 000 ,"Jakobslivegen 85, Jakobsli",283 ,Trondheim
Totalpris: 8 713 740 ,"Thaulowkaia 2, Trondheim",108 ,Trondheim
Totalpris: 3 578 517 ,"Anna Haarsakers veg 13, Trondheim",56 ,Trondheim
Totalpris: 5 116 250 ,"Brøttemsåsvegen 13, Klæbu",211 ,Trondheim
Totalpris: 5 935 750 ,"Lunheimvegen 13 B, Klæbu",252 ,Trondheim
Totalpris: 7 780 750 ,"Furuvegen 10, Charlottenlund",180 ,Trondheim
Totalpris: 4 808 250 ,"Tiller-ringen 53 A, Tiller",177 ,Trondheim
Totalpris: 2 450 750 ,"Jon Skogstads veg 13G, Heimdal",38 ,Trondheim
Totalpris: 4 808 250 ,"General Bangs veg 36, Trondheim",165 ,Trondheim
Totalpris: 3 178 023 ,"Koefoedgeilan 4A, Trondheim",50 ,Trondheim
Totalpris: 14 351 240 ,"Øvre Møllenberg gate 43B, Trondheim",202 ,Trondheim
Totalpris: 4 808 250 ,"Fjordgata 24 A, Trondheim",87 ,Trondheim
Totalpris: 5 484 920 ,"Lyngvegen 22, Heimdal",100 ,Trondheim
Totalpris: 10 763 500 ,"Hans Barliens vei 3, Trondheim",152 ,Trondheim
Totalpris: 4 602 250 ,"Tiurvegen 6A, Heimdal",210 ,Trondheim
Totalpris: 7 386 450 ,"Nordbakken 10, Saupstad",189 ,Trondheim
Totalpris: 10 148 767 ,"Tyrihansvegen 3, Ranheim",286 ,Trondheim
Totalpris: 3 398 000 ,"Fjordgata 5, Trondheim",52 ,Trondheim
Totalpris: 2 963 250 ,"Drivhusvegen 7, Trondheim",39 ,Trondheim
Totalpris: 2 804 607 ,"Fossegrenda 27A, Trondheim",78 ,Trondheim
Totalpris: 3 239 460 ,"Frostaveien 3 - E03-09, Trondheim",33 ,Trondheim
Totalpris: 3 645 901 ,"Fjordgata 26, Trondheim",50 ,Trondheim
Totalpris: 9 809 140 ,"Uglavegen 61A, Trondheim",185 ,Trondheim
Totalpris: 3 299 316 ,"Koefoedgeilan 4A, Trondheim",53 ,Trondheim
Totalpris: 7 697 390 ,"St. Olavs gate 10, Trondheim",135 ,Trondheim
Totalpris: 2 894 934 ,"Ulstadløkkveien 14, Trondheim",45 ,Trondheim
Totalpris: 13 335 250 ,"Jonsvannsveien 73C, Trondheim",494 ,Trondheim
Totalpris: 14 042 665 ,"Nardoskrenten 5A, Trondheim",193 ,Trondheim
Totalpris: 12 035 165 ,"Nardoskrenten 5B, Trondheim",175 ,Trondheim
Totalpris: 3 545 231 ,"Midelfarts veg 48, Trondheim",54 ,Trondheim
Totalpris: 8 190 750 ,"Kaptein Kaalds vei 8, Trondheim",139 ,Trondheim
Totalpris: 3 772 392 ,"Midtre Tunhøgda 7, Charlottenlund",88 ,Trondheim
Totalpris: 4 176 492 ,"Lademoens Kirkealle 13C, Trondheim",62 ,Trondheim
Totalpris: 4 503 523 ,"Skarpsnovegen 1 A, Klæbu",107 ,Trondheim
Totalpris: 3 105 988 ,"Olav Engelbrektssons alle 41, Trondheim",58 ,Trondheim
Totalpris: 3 106 750 ,"Selsbakkvegen 36D, Trondheim",46 ,Trondheim
Totalpris: 5 972 707 ,"Steinan Park, Trondheim",80 ,Trondheim
Totalpris: 13 274 750 ,"Ladebekken 2, Trondheim",109 ,Trondheim
Totalpris: 2 940 992 ,"Spiltauet 13, Trondheim",33 ,Trondheim
Totalpris: 3 885 750 ,"Søbstadvegen 33 C, Heimdal",61 ,Trondheim
Totalpris: 6 140 750 ,"Sivert Dahlens veg 14, Trondheim",162 ,Trondheim
Totalpris: 9 737 755 ,"Haakon VII's gate 5A, Trondheim",113 ,Trondheim
