trans_id,lang,translation
"http://aikataulut.hsl.fi/pysakit/fi/1201113.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1201113.html"
"http://aikataulut.hsl.fi/pysakit/fi/1201121.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1201121.html"
"http://aikataulut.hsl.fi/pysakit/fi/1201135.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1201135.html"
"http://aikataulut.hsl.fi/pysakit/fi/1201136.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1201136.html"
"http://aikataulut.hsl.fi/pysakit/fi/1201431.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1201431.html"
"http://aikataulut.hsl.fi/pysakit/fi/1201432.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1201432.html"
"http://aikataulut.hsl.fi/pysakit/fi/1432110.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1432110.html"
"http://aikataulut.hsl.fi/pysakit/fi/1432111.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1432111.html"
"http://aikataulut.hsl.fi/pysakit/fi/1320119.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1320119.html"
"http://aikataulut.hsl.fi/pysakit/fi/1320120.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1320120.html"
"http://aikataulut.hsl.fi/pysakit/fi/1370121.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1370121.html"
"http://aikataulut.hsl.fi/pysakit/fi/1382122.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1382122.html"
"http://aikataulut.hsl.fi/pysakit/fi/1160105.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1160105.html"
"http://aikataulut.hsl.fi/pysakit/fi/1160107.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1160107.html"
"http://aikataulut.hsl.fi/pysakit/fi/1160127.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1160127.html"
"http://aikataulut.hsl.fi/pysakit/fi/1160206.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1160206.html"
"http://aikataulut.hsl.fi/pysakit/fi/1160401.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1160401.html"
"http://aikataulut.hsl.fi/pysakit/fi/1160402.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1160402.html"
"http://aikataulut.hsl.fi/pysakit/fi/1160109.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1160109.html"
"http://aikataulut.hsl.fi/pysakit/fi/1160118.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1160118.html"
"http://aikataulut.hsl.fi/pysakit/fi/1291144.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1291144.html"
"http://aikataulut.hsl.fi/pysakit/fi/1291167.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1291167.html"
"http://aikataulut.hsl.fi/pysakit/fi/1452133.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1452133.html"
"http://aikataulut.hsl.fi/pysakit/fi/1452134.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1452134.html"
"http://aikataulut.hsl.fi/pysakit/fi/1452105.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1452105.html"
"http://aikataulut.hsl.fi/pysakit/fi/1452106.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1452106.html"
"http://aikataulut.hsl.fi/pysakit/fi/1140434.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1140434.html"
"http://aikataulut.hsl.fi/pysakit/fi/1140435.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1140435.html"
"http://aikataulut.hsl.fi/pysakit/fi/1284120.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1284120.html"
"http://aikataulut.hsl.fi/pysakit/fi/1284121.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1284121.html"
"http://aikataulut.hsl.fi/pysakit/fi/1150126.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1150126.html"
"http://aikataulut.hsl.fi/pysakit/fi/1150127.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1150127.html"
"http://aikataulut.hsl.fi/pysakit/fi/1544100.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1544100.html"
"http://aikataulut.hsl.fi/pysakit/fi/1544101.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1544101.html"
"http://aikataulut.hsl.fi/pysakit/fi/1291163.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1291163.html"
"http://aikataulut.hsl.fi/pysakit/fi/1291164.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1291164.html"
"http://aikataulut.hsl.fi/pysakit/fi/1473103.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1473103.html"
"http://aikataulut.hsl.fi/pysakit/fi/1473104.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1473104.html"
"http://aikataulut.hsl.fi/pysakit/fi/1473114.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1473114.html"
"http://aikataulut.hsl.fi/pysakit/fi/1473116.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1473116.html"
"http://aikataulut.hsl.fi/pysakit/fi/1471143.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1471143.html"
"http://aikataulut.hsl.fi/pysakit/fi/1471144.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1471144.html"
"http://aikataulut.hsl.fi/pysakit/fi/1602201.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1602201.html"
"http://aikataulut.hsl.fi/pysakit/fi/1602202.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1602202.html"
"http://aikataulut.hsl.fi/pysakit/fi/1201109.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1201109.html"
"http://aikataulut.hsl.fi/pysakit/fi/1201201.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1201201.html"
"http://aikataulut.hsl.fi/pysakit/fi/1383134.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1383134.html"
"http://aikataulut.hsl.fi/pysakit/fi/1383135.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1383135.html"
"http://aikataulut.hsl.fi/pysakit/fi/1386100.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1386100.html"
"http://aikataulut.hsl.fi/pysakit/fi/1386101.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1386101.html"
"http://aikataulut.hsl.fi/pysakit/fi/1392107.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1392107.html"
"http://aikataulut.hsl.fi/pysakit/fi/1392108.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1392108.html"
"http://aikataulut.hsl.fi/pysakit/fi/1130440.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1130440.html"
"http://aikataulut.hsl.fi/pysakit/fi/1130441.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1130441.html"
"http://aikataulut.hsl.fi/pysakit/fi/1392101.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1392101.html"
"http://aikataulut.hsl.fi/pysakit/fi/1392102.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1392102.html"
"http://aikataulut.hsl.fi/pysakit/fi/1382158.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1382158.html"
"http://aikataulut.hsl.fi/pysakit/fi/1382159.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1382159.html"
"http://aikataulut.hsl.fi/pysakit/fi/1291159.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1291159.html"
"http://aikataulut.hsl.fi/pysakit/fi/1291160.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1291160.html"
"http://aikataulut.hsl.fi/pysakit/fi/1510107.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1510107.html"
"http://aikataulut.hsl.fi/pysakit/fi/1293158.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1293158.html"
"http://aikataulut.hsl.fi/pysakit/fi/1293159.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1293159.html"
"http://aikataulut.hsl.fi/pysakit/fi/1391112.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1391112.html"
"http://aikataulut.hsl.fi/pysakit/fi/1391113.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1391113.html"
"http://aikataulut.hsl.fi/pysakit/fi/1351112.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1351112.html"
"http://aikataulut.hsl.fi/pysakit/fi/1491136.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1491136.html"
"http://aikataulut.hsl.fi/pysakit/fi/1495135.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1495135.html"
"http://aikataulut.hsl.fi/pysakit/fi/1542103.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1542103.html"
"http://aikataulut.hsl.fi/pysakit/fi/1542104.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1542104.html"
"http://aikataulut.hsl.fi/pysakit/fi/1543148.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1543148.html"
"http://aikataulut.hsl.fi/pysakit/fi/1532101.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1532101.html"
"http://aikataulut.hsl.fi/pysakit/fi/1532102.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1532102.html"
"http://aikataulut.hsl.fi/pysakit/fi/1541109.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1541109.html"
"http://aikataulut.hsl.fi/pysakit/fi/1432152.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1432152.html"
"http://aikataulut.hsl.fi/pysakit/fi/1432155.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1432155.html"
"http://aikataulut.hsl.fi/pysakit/fi/1203425.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1203425.html"
"http://aikataulut.hsl.fi/pysakit/fi/1203426.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1203426.html"
"http://aikataulut.hsl.fi/pysakit/fi/1301133.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1301133.html"
"http://aikataulut.hsl.fi/pysakit/fi/1301143.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1301143.html"
"http://aikataulut.hsl.fi/pysakit/fi/1301456.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1301456.html"
"http://aikataulut.hsl.fi/pysakit/fi/1370125.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1370125.html"
"http://aikataulut.hsl.fi/pysakit/fi/1474117.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1474117.html"
"http://aikataulut.hsl.fi/pysakit/fi/1474118.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1474118.html"
"http://aikataulut.hsl.fi/pysakit/fi/1122127.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1122127.html"
"http://aikataulut.hsl.fi/pysakit/fi/1201107.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1201107.html"
"http://aikataulut.hsl.fi/pysakit/fi/1020450.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1020450.html"
"http://aikataulut.hsl.fi/pysakit/fi/1020455.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1020455.html"
"http://aikataulut.hsl.fi/pysakit/fi/1150119.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1150119.html"
"http://aikataulut.hsl.fi/pysakit/fi/1150120.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1150120.html"
"http://aikataulut.hsl.fi/pysakit/fi/1150130.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1150130.html"
"http://aikataulut.hsl.fi/pysakit/fi/1140156.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1140156.html"
"http://aikataulut.hsl.fi/pysakit/fi/1140157.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1140157.html"
"http://aikataulut.hsl.fi/pysakit/fi/1403171.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1403171.html"
"http://aikataulut.hsl.fi/pysakit/fi/1403172.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1403172.html"
"http://aikataulut.hsl.fi/pysakit/fi/1391196.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1391196.html"
"http://aikataulut.hsl.fi/pysakit/fi/1403175.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1403175.html"
"http://aikataulut.hsl.fi/pysakit/fi/1403197.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1403197.html"
"http://aikataulut.hsl.fi/pysakit/fi/1352134.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1352134.html"
"http://aikataulut.hsl.fi/pysakit/fi/1352135.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1352135.html"
"http://aikataulut.hsl.fi/pysakit/fi/1431151.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1431151.html"
"http://aikataulut.hsl.fi/pysakit/fi/1431152.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1431152.html"
"http://aikataulut.hsl.fi/pysakit/fi/1431603.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1431603.html"
"http://aikataulut.hsl.fi/pysakit/fi/1431604.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1431604.html"
"http://aikataulut.hsl.fi/pysakit/fi/1431129.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1431129.html"
"http://aikataulut.hsl.fi/pysakit/fi/1431130.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1431130.html"
"http://aikataulut.hsl.fi/pysakit/fi/1431182.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1431182.html"
"http://aikataulut.hsl.fi/pysakit/fi/1433183.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1433183.html"
"http://aikataulut.hsl.fi/pysakit/fi/1431135.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1431135.html"
"http://aikataulut.hsl.fi/pysakit/fi/1431136.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1431136.html"
"http://aikataulut.hsl.fi/pysakit/fi/1431137.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1431137.html"
"http://aikataulut.hsl.fi/pysakit/fi/1431138.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1431138.html"
"http://aikataulut.hsl.fi/pysakit/fi/1454184.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1454184.html"
"http://aikataulut.hsl.fi/pysakit/fi/1431133.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1431133.html"
"http://aikataulut.hsl.fi/pysakit/fi/1431134.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1431134.html"
"http://aikataulut.hsl.fi/pysakit/fi/1401105.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1401105.html"
"http://aikataulut.hsl.fi/pysakit/fi/1401107.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1401107.html"
"http://aikataulut.hsl.fi/pysakit/fi/1401145.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1401145.html"
"http://aikataulut.hsl.fi/pysakit/fi/1401106.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1401106.html"
"http://aikataulut.hsl.fi/pysakit/fi/1401132.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1401132.html"
"http://aikataulut.hsl.fi/pysakit/fi/1473107.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1473107.html"
"http://aikataulut.hsl.fi/pysakit/fi/1473108.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1473108.html"
"http://aikataulut.hsl.fi/pysakit/fi/1284158.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1284158.html"
"http://aikataulut.hsl.fi/pysakit/fi/1284159.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1284159.html"
"http://aikataulut.hsl.fi/pysakit/fi/1040117.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1040117.html"
"http://aikataulut.hsl.fi/pysakit/fi/1040410.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1040410.html"
"http://aikataulut.hsl.fi/pysakit/fi/1040411.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1040411.html"
"http://aikataulut.hsl.fi/pysakit/fi/1473126.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1473126.html"
"http://aikataulut.hsl.fi/pysakit/fi/1473127.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1473127.html"
"http://aikataulut.hsl.fi/pysakit/fi/1122126.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1122126.html"
"http://aikataulut.hsl.fi/pysakit/fi/1220125.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1220125.html"
"http://aikataulut.hsl.fi/pysakit/fi/1471190.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1471190.html"
"http://aikataulut.hsl.fi/pysakit/fi/1471191.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1471191.html"
"http://aikataulut.hsl.fi/pysakit/fi/1434167.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1434167.html"
"http://aikataulut.hsl.fi/pysakit/fi/1434168.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1434168.html"
"http://aikataulut.hsl.fi/pysakit/fi/1601201.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1601201.html"
"http://aikataulut.hsl.fi/pysakit/fi/1601202.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1601202.html"
"http://aikataulut.hsl.fi/pysakit/fi/1320133.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1320133.html"
"http://aikataulut.hsl.fi/pysakit/fi/1010124.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1010124.html"
"http://aikataulut.hsl.fi/pysakit/fi/1010125.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1010125.html"
"http://aikataulut.hsl.fi/pysakit/fi/1010427.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1010427.html"
"http://aikataulut.hsl.fi/pysakit/fi/1010428.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1010428.html"
"http://aikataulut.hsl.fi/pysakit/fi/1545101.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1545101.html"
"http://aikataulut.hsl.fi/pysakit/fi/1240112.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1240112.html"
"http://aikataulut.hsl.fi/pysakit/fi/1240113.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1240113.html"
"http://aikataulut.hsl.fi/pysakit/fi/1382165.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1382165.html"
"http://aikataulut.hsl.fi/pysakit/fi/1382166.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1382166.html"
"http://aikataulut.hsl.fi/pysakit/fi/1403126.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1403126.html"
"http://aikataulut.hsl.fi/pysakit/fi/1403127.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1403127.html"
"http://aikataulut.hsl.fi/pysakit/fi/1385102.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1385102.html"
"http://aikataulut.hsl.fi/pysakit/fi/1331146.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1331146.html"
"http://aikataulut.hsl.fi/pysakit/fi/1331147.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1331147.html"
"http://aikataulut.hsl.fi/pysakit/fi/1331116.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1331116.html"
"http://aikataulut.hsl.fi/pysakit/fi/1414147.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1414147.html"
"http://aikataulut.hsl.fi/pysakit/fi/1414148.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1414148.html"
"http://aikataulut.hsl.fi/pysakit/fi/1100405.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1100405.html"
"http://aikataulut.hsl.fi/pysakit/fi/1100406.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1100406.html"
"http://aikataulut.hsl.fi/pysakit/fi/1320134.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1320134.html"
"http://aikataulut.hsl.fi/pysakit/fi/1320135.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1320135.html"
"http://aikataulut.hsl.fi/pysakit/fi/1451179.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1451179.html"
"http://aikataulut.hsl.fi/pysakit/fi/1451180.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1451180.html"
"http://aikataulut.hsl.fi/pysakit/fi/1451118.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1451118.html"
"http://aikataulut.hsl.fi/pysakit/fi/1434172.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1434172.html"
"http://aikataulut.hsl.fi/pysakit/fi/1320287.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1320287.html"
"http://aikataulut.hsl.fi/pysakit/fi/1320288.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1320288.html"
"http://aikataulut.hsl.fi/pysakit/fi/1122110.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1122110.html"
"http://aikataulut.hsl.fi/pysakit/fi/1122400.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1122400.html"
"http://aikataulut.hsl.fi/pysakit/fi/1220109.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1220109.html"
"http://aikataulut.hsl.fi/pysakit/fi/1220130.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1220130.html"
"http://aikataulut.hsl.fi/pysakit/fi/1220433.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1220433.html"
"http://aikataulut.hsl.fi/pysakit/fi/1240106.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1240106.html"
"http://aikataulut.hsl.fi/pysakit/fi/1240121.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1240121.html"
"http://aikataulut.hsl.fi/pysakit/fi/1240402.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1240402.html"
"http://aikataulut.hsl.fi/pysakit/fi/1240403.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1240403.html"
"http://aikataulut.hsl.fi/pysakit/fi/1531151.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1531151.html"
"http://aikataulut.hsl.fi/pysakit/fi/1541182.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1541182.html"
"http://aikataulut.hsl.fi/pysakit/fi/1434185.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1434185.html"
"http://aikataulut.hsl.fi/pysakit/fi/1434186.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1434186.html"
"http://aikataulut.hsl.fi/pysakit/fi/1520703.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1520703.html"
"http://aikataulut.hsl.fi/pysakit/fi/1520702.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1520702.html"
"http://aikataulut.hsl.fi/pysakit/fi/1495157.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1495157.html"
"http://aikataulut.hsl.fi/pysakit/fi/1282148.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1282148.html"
"http://aikataulut.hsl.fi/pysakit/fi/1341135.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1341135.html"
"http://aikataulut.hsl.fi/pysakit/fi/1602121.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1602121.html"
"http://aikataulut.hsl.fi/pysakit/fi/1602122.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1602122.html"
"http://aikataulut.hsl.fi/pysakit/fi/1412130.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1412130.html"
"http://aikataulut.hsl.fi/pysakit/fi/1413116.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1413116.html"
"http://aikataulut.hsl.fi/pysakit/fi/1413117.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1413117.html"
"http://aikataulut.hsl.fi/pysakit/fi/1413158.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1413158.html"
"http://aikataulut.hsl.fi/pysakit/fi/1282149.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1282149.html"
"http://aikataulut.hsl.fi/pysakit/fi/1282205.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1282205.html"
"http://aikataulut.hsl.fi/pysakit/fi/1282150.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1282150.html"
"http://aikataulut.hsl.fi/pysakit/fi/1282207.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1282207.html"
"http://aikataulut.hsl.fi/pysakit/fi/1401156.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1401156.html"
"http://aikataulut.hsl.fi/pysakit/fi/1401109.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1401109.html"
"http://aikataulut.hsl.fi/pysakit/fi/1401110.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1401110.html"
"http://aikataulut.hsl.fi/pysakit/fi/1401127.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1401127.html"
"http://aikataulut.hsl.fi/pysakit/fi/1401128.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1401128.html"
"http://aikataulut.hsl.fi/pysakit/fi/1401225.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1401225.html"
"http://aikataulut.hsl.fi/pysakit/fi/1401226.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1401226.html"
"http://aikataulut.hsl.fi/pysakit/fi/1100105.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1100105.html"
"http://aikataulut.hsl.fi/pysakit/fi/1100107.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1100107.html"
"http://aikataulut.hsl.fi/pysakit/fi/1100121.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1100121.html"
"http://aikataulut.hsl.fi/pysakit/fi/1391101.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1391101.html"
"http://aikataulut.hsl.fi/pysakit/fi/1391104.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1391104.html"
"http://aikataulut.hsl.fi/pysakit/fi/1491117.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1491117.html"
"http://aikataulut.hsl.fi/pysakit/fi/1491118.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1491118.html"
"http://aikataulut.hsl.fi/pysakit/fi/1341103.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1341103.html"
"http://aikataulut.hsl.fi/pysakit/fi/1341104.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1341104.html"
"http://aikataulut.hsl.fi/pysakit/fi/1351132.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1351132.html"
"http://aikataulut.hsl.fi/pysakit/fi/1354101.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1354101.html"
"http://aikataulut.hsl.fi/pysakit/fi/1381107.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1381107.html"
"http://aikataulut.hsl.fi/pysakit/fi/1391105.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1391105.html"
"http://aikataulut.hsl.fi/pysakit/fi/1391106.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1391106.html"
"http://aikataulut.hsl.fi/pysakit/fi/1391139.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1391139.html"
"http://aikataulut.hsl.fi/pysakit/fi/1320298.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1320298.html"
"http://aikataulut.hsl.fi/pysakit/fi/1320299.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1320299.html"
"http://aikataulut.hsl.fi/pysakit/fi/1310129.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1310129.html"
"http://aikataulut.hsl.fi/pysakit/fi/1310130.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1310130.html"
"http://aikataulut.hsl.fi/pysakit/fi/1370102.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1370102.html"
"http://aikataulut.hsl.fi/pysakit/fi/1370106.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1370106.html"
"http://aikataulut.hsl.fi/pysakit/fi/1370130.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1370130.html"
